"County_Name","Inhabitants"
"Logan, Arkansas, US",21466
"Logan, Colorado, US",22409
"Logan, Illinois, US",28618
"Logan, Kansas, US",2794
"Logan, Kentucky, US",27102
"Logan, Nebraska, US",748
"Logan, North Dakota, US",1850
"Logan, Ohio, US",45672
"Logan, Oklahoma, US",48011
"Logan, West Virginia, US",32019
"Long, Georgia, US",19559
"Lonoke, Arkansas, US",73309
"Lorain, Ohio, US",309833
"Los Alamos, New Mexico, US",19369
"Los Angeles, California, US",10039107
"Loudon, Tennessee, US",54068
"Loudoun, Virginia, US",413538
"Louisa, Iowa, US",11035
"Louisa, Virginia, US",37591
"Loup, Nebraska, US",664
"Love, Oklahoma, US",10253
"Loving, Texas, US",169
"Lowndes, Alabama, US",9726
"Lowndes, Georgia, US",117406
"Lowndes, Mississippi, US",58595
"Lubbock, Texas, US",310569
"Lucas, Iowa, US",8600
"Lucas, Ohio, US",428348
"Luce, Michigan, US",6229
"Lumpkin, Georgia, US",33610
"Luna, New Mexico, US",23709
"Lunenburg, Virginia, US",12196
"Luzerne, Pennsylvania, US",317417
"Lycoming, Pennsylvania, US",113299
"Lyman, South Dakota, US",3781
"Lynchburg City, Virginia, US",82168
"Lynn, Texas, US",5951
"Lyon, Iowa, US",11755
"Lyon, Kansas, US",33195
"Lyon, Kentucky, US",8210
"Lyon, Minnesota, US",25474
"Lyon, Nevada, US",57510
"Mackinac, Michigan, US",10799
"Macomb, Michigan, US",873972
"Macon, Alabama, US",18068
"Macon, Georgia, US",12947
"Macon, Illinois, US",104009
"Macon, Missouri, US",15117
"Macon, North Carolina, US",35858
"Macon, Tennessee, US",24602
"Macoupin, Illinois, US",44926
"Madera, California, US",157327
"Madison, Alabama, US",372909
"Madison, Arkansas, US",16576
"Madison, Florida, US",18493
"Madison, Georgia, US",29880
"Madison, Idaho, US",39907
"Madison, Illinois, US",262966
"Madison, Indiana, US",129569
"Madison, Iowa, US",16338
"Madison, Kentucky, US",92987
"Madison, Mississippi, US",106272
"Madison, Missouri, US",12088
"Madison, Montana, US",8600
"Madison, Nebraska, US",35099
"Madison, New York, US",70941
"Madison, North Carolina, US",21755
"Madison, Ohio, US",44731
"Madison, Tennessee, US",97984
"Madison, Texas, US",14284
"Madison, Virginia, US",13261
"Madison, Louisiana, US",10951
"Magoffin, Kentucky, US",12161
"Mahaska, Iowa, US",22095
"Mahnomen, Minnesota, US",5527
"Mahoning, Ohio, US",228683
"Major, Oklahoma, US",7629
"Malheur, Oregon, US",30571
"Manassas City, Virginia, US",41085
"Manassas Park, Virginia, US",17478
"Manatee, Florida, US",403253
"Manistee, Michigan, US",24558
"Manitowoc, Wisconsin, US",78981
"Marathon, Wisconsin, US",135692
"Marengo, Alabama, US",18863
"Maricopa, Arizona, US",4485414
"Maries, Missouri, US",8697
"Marin, California, US",258826
"Marinette, Wisconsin, US",40350
"Marion, Alabama, US",29709
"Marion, Arkansas, US",16694
"Marion, Florida, US",365579
"Marion, Georgia, US",8359
"Marion, Illinois, US",37205
"Marion, Indiana, US",964582
"Marion, Iowa, US",33253
"Marion, Kansas, US",11884
"Marion, Kentucky, US",19273
"Marion, Mississippi, US",24573
"Marion, Missouri, US",28530
"Marion, Ohio, US",65093
"Marion, Oregon, US",347818
"Marion, South Carolina, US",30657
"Marion, Tennessee, US",28907
"Marion, Texas, US",9854
"Marion, West Virginia, US",56072
"Mariposa, California, US",17203
"Marlboro, South Carolina, US",26118
"Marquette, Michigan, US",66699
"Marquette, Wisconsin, US",15574
"Marshall, Alabama, US",96774
"Marshall, Illinois, US",11438
"Marshall, Indiana, US",46258
"Marshall, Iowa, US",39369
"Marshall, Kansas, US",9707
"Marshall, Kentucky, US",31100
"Marshall, Minnesota, US",9336
"Marshall, Mississippi, US",35294
"Marshall, Oklahoma, US",16931
"Marshall, South Dakota, US",4935
"Marshall, Tennessee, US",34375
"Marshall, West Virginia, US",30531
"Martin, Florida, US",161000
"Martin, Indiana, US",10255
"Martin, Kentucky, US",11195
"Martin, Minnesota, US",19683
"Martin, North Carolina, US",22440
"Martin, Texas, US",5771
"Martinsville City, Virginia, US",12554
"Mason, Illinois, US",13359
"Mason, Kentucky, US",17070
"Mason, Michigan, US",29144
"Mason, Texas, US",4274
"Mason, Washington, US",66768
"Mason, West Virginia, US",26516
"Massac, Illinois, US",13772
"Matagorda, Texas, US",36643
"Matanuska-Susitna,Alaska,US",108317
"Mathews, Virginia, US",8834
"Maui, Hawaii, US",167417
"Maury, Tennessee, US",96387
"Maverick, Texas, US",58722
"Mayes, Oklahoma, US",41100
"McClain, Oklahoma, US",40474
"McCone, Montana, US",1664
"McCook, South Dakota, US",5586
"McCormick, South Carolina, US",9463
"McCracken, Kentucky, US",65418
"McCreary, Kentucky, US",17231
"McCulloch, Texas, US",7984
"McCurtain, Oklahoma, US",32832
"McDonald, Missouri, US",22837
"McDonough, Illinois, US",29682
"McDowell, North Carolina, US",45756
"McDowell, West Virginia, US",17624
"McDuffie,Georgia,US",21312
"McHenry, Illinois, US",307774
"McHenry, North Dakota, US",5745
"McIntosh,Georgia,US",14378
"McIntosh, North Dakota, US",2497
"McIntosh, Oklahoma, US",19596
"McKean,Pennsylvania,US",40625
"McKenzie, North Dakota, US",15024
"McKinley, New Mexico, US",71367
"McLean, Illinois, US",171517
"McLean, Kentucky, US",9207
"McLean, North Dakota, US",9450
"McLennan, Texas, US",256623
"McLeod, Minnesota, US",35893
"McMinn, Tennessee, US",53794
"McMullen, Texas, US",743
"McNairy, Tennessee, US",25694
"McPherson, Kansas, US",28542
"McPherson, Nebraska, US",494
"McPherson, South Dakota, US",2379
"Meade, Kansas, US",4033
"Meade, Kentucky, US",28572
"Meade, South Dakota, US",28332
"Meagher, Montana, US",1862
"Mecklenburg, North Carolina, US",1110356
"Mecklenburg, Virginia, US",30587
"Mecosta, Michigan, US",43453
"Medina, Ohio, US",179746
"Medina, Texas, US",51584
"Meeker, Minnesota, US",23222
"Meigs, Ohio, US",22907
"Meigs, Tennessee, US",12422
"Mellette, South Dakota, US",2061
"Menard, Illinois, US",12196
"Menard, Texas, US",2138
"Mendocino, California, US",86749
"Menifee, Kentucky, US",6489
"Menominee, Michigan, US",22780
"Menominee, Wisconsin, US",4556
"Merced, California, US",277680
"Mercer, Illinois, US",15437
"Mercer, Kentucky, US",21933
"Mercer, Missouri, US",3617
"Mercer, New Jersey, US",367430
"Mercer, North Dakota, US",8187
"Mercer, Ohio, US",41172
"Mercer, Pennsylvania, US",109424
"Mercer, West Virginia, US",58758
"Meriwether, Georgia, US",21167
"Merrick, Nebraska, US",7755
"Merrimack, New Hampshire, US",151391
"Mesa, Colorado, US",154210
"Metcalfe, Kentucky, US",10071
"Miami, Indiana, US",35516
"Miami, Kansas, US",34237
"Miami, Ohio, US",106987
"Miami-Dade, Florida, US",2716940
"Middlesex, Connecticut, US",162436
"Middlesex, Massachusetts, US",1611699
"Middlesex, New Jersey, US",825062
"Middlesex, Virginia, US",10582
"Midland, Michigan, US",83156
"Midland, Texas, US",176832
"Mifflin, Pennsylvania, US",46138
"Milam, Texas, US",24823
"Millard, Utah, US",13188
"Mille Lacs, Minnesota, US",26277
"Miller, Arkansas, US",43257
"Miller, Georgia, US",5718
"Miller, Missouri, US",25619
"Mills, Iowa, US",15109
"Mills, Texas, US",4873
"Milwaukee, Wisconsin, US",945726
"Miner, South Dakota, US",2216
"Mineral, Colorado, US",769
"Mineral, Montana, US",4397
"Mineral, Nevada, US",4505
"Mineral, West Virginia, US",26868
"Mingo, West Virginia, US",23424
"Minidoka, Idaho, US",21039
"Minnehaha, South Dakota, US",193134
"Missaukee, Michigan, US",15118
"Mississippi, Arkansas, US",40651
"Mississippi, Missouri, US",13180
"Missoula, Montana, US",119600
"Mitchell, Georgia, US",21863
"Mitchell, Iowa, US",10586
"Mitchell, Kansas, US",5979
"Mitchell, North Carolina, US",14964
"Mitchell, Texas, US",8545
"Mobile, Alabama, US",413210
"Modoc, California, US",8841
"Moffat, Colorado, US",13283
"Mohave, Arizona, US",212181
"Moniteau, Missouri, US",16132
"Monmouth, New Jersey, US",618795
"Mono, California, US",14444
"Monona, Iowa, US",8615
"Monongalia, West Virginia, US",105612
"Monroe, Alabama, US",20733
"Monroe, Arkansas, US",6701
"Monroe, Florida, US",74228
"Monroe, Georgia, US",27578
"Monroe, Illinois, US",34637
"Monroe, Indiana, US",148431
"Monroe, Iowa, US",7707
"Monroe, Kentucky, US",10650
"Monroe, Michigan, US",150500
"Monroe, Mississippi, US",35252
"Monroe, Missouri, US",8644
"Monroe, New York, US",741770
"Monroe, Ohio, US",13654
"Monroe, Pennsylvania, US",170271
"Monroe, Tennessee, US",46545
"Monroe, West Virginia, US",13275
"Monroe, Wisconsin, US",46253
"Montague, Texas, US",19818
"Montcalm, Michigan, US",63888
"Monterey, California, US",434061
"Montezuma, Colorado, US",26183
"Montgomery, Alabama, US",226486
"Montgomery, Arkansas, US",8986
"Montgomery, Georgia, US",9172
"Montgomery, Illinois, US",28414
"Montgomery, Indiana, US",38338
"Montgomery, Iowa, US",9917
"Montgomery, Kansas, US",31829
"Montgomery, Kentucky, US",28157
"Montgomery, Maryland, US",1050688
"Montgomery, Mississippi, US",9775
"Montgomery, Missouri, US",11551
"Montgomery, New York, US",49221
"Montgomery, North Carolina, US",27173
"Montgomery, Ohio, US",531687
"Montgomery, Pennsylvania, US",830915
"Montgomery, Tennessee, US",208993
"Montgomery, Texas, US",607391
"Montgomery, Virginia, US",98535
"Montmorency, Michigan, US",9328
"Montour, Pennsylvania, US",18230
"Montrose, Colorado, US",42758
"Moody, South Dakota, US",6576
"Moore, North Carolina, US",100880
"Moore, Tennessee, US",6488
"Moore, Texas, US",20940
"Mora, New Mexico, US",4521
"Morehouse, Louisiana, US",24874
"Morgan, Alabama, US",119679
"Morgan, Colorado, US",29068
"Morgan, Georgia, US",19276
"Morgan, Illinois, US",33658
"Morgan, Indiana, US",70489
"Morgan, Kentucky, US",13309
"Morgan, Missouri, US",20627
"Morgan, Ohio, US",14508
"Morgan, Tennessee, US",21403
"Morgan, Utah, US",12124
"Morgan, West Virginia, US",17884
"Morrill, Nebraska, US",4642
"Morris, Kansas, US",5620
"Morris, New Jersey, US",491845
"Morris, Texas, US",12388
"Morrison, Minnesota, US",33386
"Morrow, Ohio, US",35328
"Morrow, Oregon, US",11603
"Morton, Kansas, US",2587
"Morton, North Dakota, US",31364
"Motley, Texas, US",1200
"Moultrie, Illinois, US",14501
"Mountrail, North Dakota, US",10545
"Mower, Minnesota, US",40062
"Muhlenberg, Kentucky, US",30622
"Multnomah, Oregon, US",812855
"Murray, Georgia, US",40096
"Murray, Minnesota, US",8194
"Murray, Oklahoma, US",14073
"Muscatine, Iowa, US",42664
"Muscogee, Georgia, US",195769
"Muskegon, Michigan, US",173566
"Muskingum, Ohio, US",86215
"Muskogee, Oklahoma, US",67997
"Musselshell, Montana, US",4633
"Nacogdoches, Texas, US",65204
"Nance, Nebraska, US",3519
"Nantucket, Massachusetts, US",11399
"Napa, California, US",137744
"Nash, North Carolina, US",94298
"Nassau, Florida, US",88625
"Nassau, New York, US",1356924
"Natchitoches, Louisiana, US",38158
"Natrona, Wyoming, US",79858
"Navajo, Arizona, US",110924
"Navarro, Texas, US",50113
"Nelson, Kentucky, US",46233
"Nelson, North Dakota, US",2879
"Nelson, Virginia, US",14930
"Nemaha, Kansas, US",10231
"Nemaha, Nebraska, US",6972
"Neosho, Kansas, US",16007
"Neshoba, Mississippi, US",29118
"Ness, Kansas, US",2750
"Nevada, Arkansas, US",8252
"Nevada, California, US",99755
"New Castle, Delaware, US",558753
"New Hanover, North Carolina, US",234473
"New Haven, Connecticut, US",854757
"New Kent, Virginia, US",23091
"New London, Connecticut, US",265206
"New Madrid, Missouri, US",17076
"New York City, New York, US",1628706
"Newaygo, Michigan, US",48980
"Newberry, South Carolina, US",38440
"Newport, Rhode Island, US",82082
"Newport News City, Virginia, US",179225
"Newton, Arkansas, US",7753
"Newton, Georgia, US",111744
"Newton, Indiana, US",13984
"Newton, Mississippi, US",21018
"Newton, Missouri, US",58236
"Newton, Texas, US",13595
"Nez Perce, Idaho, US",40408
"Niagara, New York, US",209281
"Nicholas, Kentucky, US",7269
"Nicholas, West Virginia, US",24496
"Nicollet, Minnesota, US",34274
"Niobrara, Wyoming, US",2356
"Noble, Indiana, US",47744
"Noble, Ohio, US",14424
"Noble, Oklahoma, US",11131
"Nobles, Minnesota, US",21629
"Nodaway, Missouri, US",22092
"Nolan, Texas, US",14714
"Nome Census Area, Alaska, US",10004
"Norfolk City, Virginia, US",242742
"Norfolk, Massachusetts, US",706775
"Norman, Minnesota, US",6375
"North Slope Borough, Alaska, US",9832
"Northampton, North Carolina, US",19483
"Northampton, Pennsylvania, US",305285
"Northampton, Virginia, US",11710
"Northumberland, Pennsylvania, US",90843
"Northumberland, Virginia, US",12095
"Northwest Arctic Borough, Alaska, US",7621
"Norton City, Virginia, US",3981
"Norton, Kansas, US",5361
"Nottoway, Virginia, US",15232
"Nowata, Oklahoma, US",10076
"Noxubee, Mississippi, US",10417
"Nuckolls, Nebraska, US",4148
"Nueces, Texas, US",362294
"Nye, Nevada, US",46523
"O'Brien, Iowa, US",13753
"Oakland, Michigan, US",1257584
"Obion, Tennessee, US",30069
"Ocean, New Jersey, US",607186
"Oceana, Michigan, US",26467
"Ochiltree, Texas, US",9836
"Oconee, Georgia, US",40280
"Oconee, South Carolina, US",79546
"Oconto, Wisconsin, US",37930
"Ogemaw, Michigan, US",20997
"Oglala Lakota, South Dakota, US",14177
"Ogle, Illinois, US",50643
"Oglethorpe, Georgia, US",15259
"Ohio, Indiana, US",5875
"Ohio, Kentucky, US",23994
"Ohio, West Virginia, US",41411
"Okaloosa, Florida, US",210738
"Okanogan, Washington, US",42243
"Okeechobee, Florida, US",42168
"Okfuskee, Oklahoma, US",11993
"Oklahoma, Oklahoma, US",797434
"Okmulgee, Oklahoma, US",38465
"Oktibbeha, Mississippi, US",49587
"Oldham, Kentucky, US",66799
"Oldham, Texas, US",2112
"Oliver, North Dakota, US",1959
"Olmsted, Minnesota, US",158293
"Oneida, Idaho, US",4531
"Oneida, New York, US",228671
"Oneida, Wisconsin, US",35595
"Onondaga, New York, US",460528
"Onslow, North Carolina, US",197938
"Ontario, New York, US",109777
"Ontonagon, Michigan, US",5720
"Orange, California, US",3175692
"Orange, Florida, US",1393452
"Orange, Indiana, US",19646
"Orange, New York, US",384940
"Orange, North Carolina, US",148476
"Orange, Texas, US",83396
"Orange, Vermont, US",28892
"Orange, Virginia, US",37051
"Orangeburg, South Carolina, US",86175
"Oregon, Missouri, US",10529
"Orleans, New York, US",40352
"Orleans, Vermont, US",27037
"Orleans, Louisiana, US",390144
"Osage, Kansas, US",15949
"Osage, Missouri, US",13615
"Osage, Oklahoma, US",46963
"Osborne, Kansas, US",3421
"Osceola, Florida, US",375751
"Osceola, Iowa, US",5958
"Osceola, Michigan, US",23460
"Oscoda, Michigan, US",8241
"Oswego, New York, US",117124
"Otero, Colorado, US",18278
"Otero, New Mexico, US",67490
"Otoe, Nebraska, US",16012
"Otsego, Michigan, US",24668
"Otsego, New York, US",59493
"Ottawa, Kansas, US",5704
"Ottawa, Michigan, US",291830
"Ottawa, Ohio, US",40525
"Ottawa, Oklahoma, US",31127
"Otter Tail, Minnesota, US",58746
"Ouachita, Arkansas, US",23382
"Ouachita, Louisiana, US",153279
"Ouray, Colorado, US",4952
"Outagamie, Wisconsin, US",187885
"Overton, Tennessee, US",22241
"Owen, Indiana, US",20799
"Owen, Kentucky, US",10901
"Owsley, Kentucky, US",4415
"Owyhee, Idaho, US",11823
"Oxford, Maine, US",57975
"Ozark, Missouri, US",9174
"Ozaukee, Wisconsin, US",89221
"Pacific, Washington, US",22471
"Page, Iowa, US",15107
"Page, Virginia, US",23902
"Palm Beach, Florida, US",1496770
"Palo Alto, Iowa, US",8886
"Palo Pinto, Texas, US",29189
"Pamlico, North Carolina, US",12726
"Panola, Mississippi, US",34192
"Panola, Texas, US",23194
"Park, Colorado, US",18845
"Park, Montana, US",16606
"Park, Wyoming, US",29194
"Parke, Indiana, US",16937
"Parker, Texas, US",142878
"Parmer, Texas, US",9605
"Pasco, Florida, US",553947
"Pasquotank, North Carolina, US",39824
"Passaic, New Jersey, US",501826
"Patrick, Virginia, US",17608
"Paulding, Georgia, US",168667
"Paulding, Ohio, US",18672
"Pawnee, Kansas, US",6414
"Pawnee, Nebraska, US",2613
"Pawnee, Oklahoma, US",16376
"Payette, Idaho, US",23951
"Payne, Oklahoma, US",81784
"Peach, Georgia, US",27546
"Pearl River, Mississippi, US",55535
"Pecos, Texas, US",15823
"Pembina, North Dakota, US",6801
"Pemiscot, Missouri, US",15805
"Pend Oreille, Washington, US",13724
"Pender, North Carolina, US",63060
"Pendleton, Kentucky, US",14590
"Pendleton, West Virginia, US",6969
"Pennington, Minnesota, US",14119
"Pennington, South Dakota, US",113775
"Penobscot, Maine, US",152148
"Peoria, Illinois, US",179179
"Pepin, Wisconsin, US",7287
"Perkins, Nebraska, US",2891
"Perkins, South Dakota, US",2865
"Perquimans, North Carolina, US",13463
"Perry, Alabama, US",8923
"Perry, Arkansas, US",10455
"Perry, Illinois, US",20916
"Perry, Indiana, US",19169
"Perry, Kentucky, US",25758
"Perry, Mississippi, US",11973
"Perry, Missouri, US",19136
"Perry, Ohio, US",36134
"Perry, Pennsylvania, US",46272
"Perry, Tennessee, US",8076
"Pershing, Nevada, US",6725
"Person, North Carolina, US",39490
"Petersburg Borough, Alaska, US",3266
"Petersburg, Virginia, US",31346
"Petroleum, Montana, US",487
"Pettis, Missouri, US",42339
"Phelps, Missouri, US",44573
"Phelps, Nebraska, US",9034
"Philadelphia, Pennsylvania, US",1584064
"Phillips, Arkansas, US",17782
"Phillips, Colorado, US",4265
"Phillips, Kansas, US",5234
"Phillips, Montana, US",3954
"Piatt, Illinois, US",16344
"Pickaway, Ohio, US",58457
"Pickens, Alabama, US",19930
"Pickens, Georgia, US",32591
"Pickens, South Carolina, US",126884
"Pickett, Tennessee, US",5048
"Pierce, Georgia, US",19465
"Pierce, Nebraska, US",7148
"Pierce, North Dakota, US",3975
"Pierce, Washington, US",904980
"Pierce, Wisconsin, US",42754
"Pike, Alabama, US",33114
"Pike, Arkansas, US",10718
"Pike, Georgia, US",18962
"Pike, Illinois, US",15561
"Pike, Indiana, US",12389
"Pike, Kentucky, US",57876
"Pike, Mississippi, US",39288
"Pike, Missouri, US",18302
"Pike, Ohio, US",27772
"Pike, Pennsylvania, US",55809
"Pima, Arizona, US",1047279
"Pinal, Arizona, US",462789
"Pine, Minnesota, US",29579
"Pinellas, Florida, US",974996
"Pipestone, Minnesota, US",9126
"Piscataquis, Maine, US",16785
"Pitkin, Colorado, US",17767
"Pitt, North Carolina, US",180742
"Pittsburg, Oklahoma, US",43654
"Pittsylvania, Virginia, US",60354
"Piute, Utah, US",1479
"Placer, California, US",398329
"Plaquemines, Louisiana, US",23197
"Platte, Missouri, US",104418
"Platte, Nebraska, US",33470
"Platte, Wyoming, US",8393
"Pleasants, West Virginia, US",7460
"Plumas, California, US",18807
"Plymouth, Iowa, US",25177
"Plymouth, Massachusetts, US",521202
"Pocahontas, Iowa, US",6619
"Pocahontas, West Virginia, US",8247
"Poinsett, Arkansas, US",23528
"Pointe Coupee, Louisiana, US",21730
"Polk, Arkansas, US",19964
"Polk, Florida, US",724777
"Polk, Georgia, US",42613
"Polk, Iowa, US",490161
"Polk, Minnesota, US",31364
"Polk, Missouri, US",32149
"Polk, Nebraska, US",5213
"Polk, North Carolina, US",20724
"Polk, Oregon, US",86085
"Polk, Tennessee, US",16832
"Polk, Texas, US",51353
"Polk, Wisconsin, US",43783
"Pondera, Montana, US",5911
"Pontotoc, Mississippi, US",32174
"Pontotoc, Oklahoma, US",38284
"Pope, Arkansas, US",64072
"Pope, Illinois, US",4177
"Pope, Minnesota, US",11249
"Poquoson, Virginia, US",12271
"Portage, Ohio, US",162466
"Portage, Wisconsin, US",70772
"Porter, Indiana, US",170389
"Portsmouth City, Virginia, US",94398
"Posey, Indiana, US",25427
"Pottawatomie, Kansas, US",24383
"Pottawatomie, Oklahoma, US",72592
"Pottawattamie, Iowa, US",93206
"Potter, Pennsylvania, US",16526
"Potter, South Dakota, US",2153
"Potter, Texas, US",117415
"Powder River, Montana, US",1682
"Powell, Kentucky, US",12359
"Powell, Montana, US",6890
"Power, Idaho, US",7681
"Poweshiek, Iowa, US",18504
"Powhatan, Virginia, US",29652
"Prairie, Arkansas, US",8062
"Prairie, Montana, US",1077
"Pratt, Kansas, US",9164
"Preble, Ohio, US",40882
"Prentiss, Mississippi, US",25126
"Presidio, Texas, US",6704
"Presque Isle, Michigan, US",12592
"Preston, West Virginia, US",33432
"Price, Wisconsin, US",13351
"Prince Edward, Virginia, US",22802
"Prince George, Virginia, US",38353
"Prince George's, Maryland, US",909327
"Prince of Wales-Hyder Census Area, Alaska, US",6203
"Prince William, Virginia, US",470335
"Providence, Rhode Island, US",638931
"Prowers, Colorado, US",12172
"Pueblo, Colorado, US",168424
"Pulaski, Arkansas, US",391911
"Pulaski, Georgia, US",11137
"Pulaski, Illinois, US",5335
"Pulaski, Indiana, US",12353
"Pulaski, Kentucky, US",64979
"Pulaski, Missouri, US",52607
"Pulaski, Virginia, US",34027
"Pushmataha, Oklahoma, US",11096
"Putnam, Florida, US",74521
"Putnam, Georgia, US",22119
"Putnam, Illinois, US",5739
"Putnam, Indiana, US",37576
"Putnam, Missouri, US",4696
"Putnam, New York, US",98320
"Putnam, Ohio, US",33861
"Putnam, Tennessee, US",80245
"Putnam, West Virginia, US",56450
"Quay, New Mexico, US",8253
"Queen Anne's, Maryland, US",50381
"Queens, New York, US",2253858
"Quitman, Georgia, US",2299
"Quitman, Mississippi, US",6792
"Rabun, Georgia, US",17137
"Racine, Wisconsin, US",196311
"Radford, Virginia, US",18249
"Rains, Texas, US",12514
"Raleigh, West Virginia, US",73361
"Ralls, Missouri, US",10309
"Ramsey, Minnesota, US",550321
"Ramsey, North Dakota, US",11519
"Randall, Texas, US",137713
"Randolph, Alabama, US",22722
"Randolph, Arkansas, US",17958
"Randolph, Georgia, US",6778
"Randolph, Illinois, US",31782
"Randolph, Indiana, US",24665
"Randolph, Missouri, US",24748
"Randolph, North Carolina, US",143667
"Randolph, West Virginia, US",28695
"Rankin, Mississippi, US",155271
"Ransom, North Dakota, US",5218
"Rapides, Louisiana, US",129648
"Rappahannock, Virginia, US",7370
"Ravalli, Montana, US",43806
"Rawlins, Kansas, US",2530
"Ray, Missouri, US",23018
"Reagan, Texas, US",3849
"Real, Texas, US",3452
"Red Lake, Minnesota, US",4055
"Red River, Texas, US",12023
"Red River, Louisiana, US",8442
"Red Willow, Nebraska, US",10724
"Redwood, Minnesota, US",15170
"Reeves, Texas, US",15976
"Refugio, Texas, US",6948
"Reno, Kansas, US",61998
"Rensselaer, New York, US",158714
"Renville, Minnesota, US",14548
"Renville, North Dakota, US",2327
"Republic, Kansas, US",4636
"Reynolds, Missouri, US",6270
"Rhea, Tennessee, US",33167
"Rice, Kansas, US",9537
"Rice, Minnesota, US",66972
"Rich, Utah, US",2483
"Richardson, Nebraska, US",7865
"Richland, Illinois, US",15513
"Richland, Montana, US",10803
"Richland, North Dakota, US",16177
"Richland, Ohio, US",121154
"Richland, South Carolina, US",415759
"Richland, Wisconsin, US",17252
"Richland, Louisiana, US",20122
"Richmond City, Virginia, US",230436
"Richmond, Georgia, US",202518
"Richmond, New York, US",476143
"Richmond, North Carolina, US",44829
"Richmond, Virginia, US",9023
"Riley, Kansas, US",74232
"Ringgold, Iowa, US",4894
"Rio Arriba, New Mexico, US",38921
"Rio Blanco, Colorado, US",6324
"Rio Grande, Colorado, US",11267
"Ripley, Indiana, US",28324
"Ripley, Missouri, US",13288
"Ritchie, West Virginia, US",9554
"Riverside, California, US",2470546
"Roane, Tennessee, US",53382
"Roane, West Virginia, US",13688
"Roanoke City, Virginia, US",99143
"Roanoke, Virginia, US",94186
"Roberts, South Dakota, US",10394
"Roberts, Texas, US",854
"Robertson, Kentucky, US",2108
"Robertson, Tennessee, US",71813
"Robertson, Texas, US",17074
"Robeson, North Carolina, US",130625
"Rock, Minnesota, US",9315
"Rock, Nebraska, US",1357
"Rock, Wisconsin, US",163354
"Rock Island, Illinois, US",141879
"Rockbridge, Virginia, US",22573
"Rockcastle, Kentucky, US",16695
"Rockdale, Georgia, US",90896
"Rockingham, New Hampshire, US",309769
"Rockingham, North Carolina, US",91010
"Rockingham, Virginia, US",81948
"Rockland, New York, US",325789
"Rockwall, Texas, US",104915
"Roger Mills, Oklahoma, US",3583
"Rogers, Oklahoma, US",92459
"Rolette, North Dakota, US",14176
"Rooks, Kansas, US",4920
"Roosevelt, Montana, US",11004
"Roosevelt, New Mexico, US",18500
"Roscommon, Michigan, US",24019
"Roseau, Minnesota, US",15165
"Rosebud, Montana, US",8937
"Ross, Ohio, US",76666
"Routt, Colorado, US",25638
"Rowan, Kentucky, US",24460
"Rowan, North Carolina, US",142088
"Runnels, Texas, US",10264
"Rush, Indiana, US",16581
"Rush, Kansas, US",3036
"Rusk, Texas, US",54406
"Rusk, Wisconsin, US",14178
"Russell, Alabama, US",57961
"Russell, Kansas, US",6856
"Russell, Kentucky, US",17923
"Russell, Virginia, US",26586
"Rutherford, North Carolina, US",67029
"Rutherford, Tennessee, US",332285
"Rutland, Vermont, US",58191
"Sabine, Texas, US",10542
"Sabine, Louisiana, US",23884
"Sac, Iowa, US",9721
"Sacramento, California, US",1552058
"Sagadahoc, Maine, US",35856
"Saginaw, Michigan, US",190539
"Saguache, Colorado, US",6824
"Salem City, Virginia, US",25301
"Salem, New Jersey, US",62385
"Saline, Arkansas, US",122437
"Saline, Illinois, US",23491
"Saline, Kansas, US",54224
"Saline, Missouri, US",22761
"Saline, Nebraska, US",14224
"Salt Lake, Utah, US",1160437
"Saluda, South Carolina, US",20473
"Sampson, North Carolina, US",63531
"San Augustine, Texas, US",8237
"San Benito, California, US",62808
"San Bernardino, California, US",2180085
"San Diego, California, US",3338330
"San Francisco, California, US",881549
"San Jacinto, Texas, US",28859
"San Joaquin, California, US",762148
"San Juan, Colorado, US",728
"San Juan, New Mexico, US",123958
"San Juan, Utah, US",15308
"San Juan, Washington, US",17582
"San Luis Obispo, California, US",283111
"San Mateo, California, US",766573
"San Miguel, Colorado, US",8179
"San Miguel, New Mexico, US",27277
"San Patricio, Texas, US",66730
"San Saba, Texas, US",6055
"Sanborn, South Dakota, US",2344
"Sanders, Montana, US",12113
"Sandoval, New Mexico, US",146748
"Sandusky, Ohio, US",58518
"Sangamon, Illinois, US",194672
"Sanilac, Michigan, US",41170
"Sanpete, Utah, US",30939
"Santa Barbara, California, US",446499
"Santa Clara, California, US",1927852
"Santa Cruz, Arizona, US",46498
"Santa Cruz, California, US",273213
"Santa Fe, New Mexico, US",150358
"Santa Rosa, Florida, US",184313
"Sarasota, Florida, US",433742
"Saratoga, New York, US",229863
"Sargent, North Dakota, US",3898
"Sarpy, Nebraska, US",187196
"Sauk, Wisconsin, US",64442
"Saunders, Nebraska, US",21578
"Sawyer, Wisconsin, US",16558
"Schenectady, New York, US",155299
"Schleicher, Texas, US",2793
"Schley, Georgia, US",5257
"Schoharie, New York, US",30999
"Schoolcraft, Michigan, US",8094
"Schuyler, Illinois, US",6768
"Schuyler, Missouri, US",4660
"Schuyler, New York, US",17807
"Schuylkill, Pennsylvania, US",141359
"Scioto, Ohio, US",75314
"Scotland, Missouri, US",4902
"Scotland, North Carolina, US",34823
"Scott, Arkansas, US",10281
"Scott, Illinois, US",4951
"Scott, Indiana, US",23873
"Scott, Iowa, US",172943
